0,1,2,3,4,5,6,7,8,9
28.826039876815614,65.77438171348642,40.296118552350265,51.19348530179777,45.774178446176236,0.32159668595892477,46.152225513915155,93.00440990951772,9.455618278399925,15.474057750092085
50.34969647332053,37.36994005721461,52.934851123563554,94.77561998729935,38.36715393792423,44.62095715146508,19.01724245138965,8.233361353147284,61.83437639755481,8.380246281052429
29.075580024565372,56.43149061177192,76.32251814610956,52.84771185000826,65.09734233206684,13.311283064224021,13.06014029580157,68.8928928323668,34.96555036513126,59.787758395283575
74.29220841468744,61.66827841902365,25.101013855604837,86.94535986419294,98.22759986818104,50.71378943028433,3.812475976202234,58.06921361348404,30.968147178084426,97.14119523903196
14.396469563210745,74.69712923012065,19.329851918558838,88.08606937306575,63.44942064905087,56.65875132487981,4.765352254681154,46.38892931287325,30.528481318815814,18.559947040968083
6.372100791349022,61.140980998143505,56.22008262048783,98.75806381712587,12.30662162582956,43.83200086976551,49.26657287614042,31.144830486552056,55.15880137897858,0.16380221409693085
86.70631369775865,29.094896868191476,70.2235712809558,4.916085415560412,45.679000756105296,62.11866041005438,42.22467757203378,92.24882275330565,32.138512578905264,79.92481466350493
12.115229232803804,92.34219199649512,70.8487463477671,40.30634446254564,41.490473660351455,86.26453790310975,74.31743677507066,40.23126475986605,75.2407515761264,54.393453965644426
71.5437432907509,81.54008331568414,66.44266810003151,86.47990013993623,28.831023104205155,91.31443356974188,91.50921630914094,30.88860629342678,62.588275618870036,25.809401163996014
25.055711070761898,25.056203513066933,87.1572470043749,43.876616277364775,59.89352278874367,71.31836742913225,34.0040308050152,78.89893142923044,52.26452963078248,21.10637999137689
5.493076518211016,4.783652945900574,69.70399542118592,96.80082503710705,84.95090548687044,2.431500836205447,86.99533770822394,8.98393998597754,64.91341641258563,71.28324998169293
21.26752144931362,27.154486891762865,39.63843117602271,78.87626471611662,69.15804148734512,88.9730905663024,71.8375152153072,33.863895328175154,94.98357781454257,19.744625320876573
37.42312061385409,29.861571936601226,7.37754165309088,80.14623832956492,60.47439413694262,41.47360208594152,25.410846809326713,36.66147108193213,2.6908167634957847,32.61888291000636
41.705134919455666,30.275608700071633,25.174326234146594,63.0609455721006,4.996729089870444,28.46105792650193,11.041640414453369,45.519440764592055,49.48277586344668,69.07826910254799
94.42828141134885,10.045897469921394,35.87007730341419,0.3481665472836126,58.55055521746186,79.58458003153589,26.282876627106045,40.76595218245724,70.1731810541652,19.016497956135446
41.05973147135317,71.78696219895507,14.030462886000429,13.851579888788113,73.10618165428083,36.593236314648514,18.063499196625465,46.94261990677002,50.72637349745358,19.732817986394956
41.07478411014134,6.835922104971615,48.32345485086918,41.445023368491086,13.543627742728347,50.111313773187646,73.73484347740346,68.80000122538907,61.708721600430664,4.956103273784452
88.96118660210236,59.409148681065496,62.02471035177476,7.810206246599504,45.81545873807889,60.50350680842267,11.594116622758799,4.229637483194537,21.550250340718136,88.3124988985207
11.01099886391771,1.9372225075112937,94.5332464494847,60.08497466649448,21.995751820608344,67.50683444669909,24.09266761298854,66.3186548043304,43.91701210811478,15.986585032396272
58.3381071916746,29.404778770380947,28.58490188427605,38.47124316404839,83.38050328924037,12.028316177110177,79.73305147469245,78.41602036388882,14.84094308076499,50.85635565063205
1.3634415564442892,53.78782528498151,42.98900725746048,37.364627979680535,2.2075098150949435,8.947392552846779,71.70138835707971,61.54771073692109,20.925515167629538,97.56540802511013
10.8882768745581,55.848364752897325,16.47833769527425,78.19786183704099,12.362881934524273,52.30669405494499,23.834090972664356,89.45391841689319,70.53438571919172,69.49322353150522
20.207098114346955,73.98622292448192,18.21641093054899,87.80761914394724,97.67419636984071,4.200044486582078,16.494186983816917,93.2973058504497,32.091523002519494,76.5945868116575
